,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
357,IOVA,"Iovance Biotherapeutics, Inc.",594.40M,1.71%,7861848,212.68M
358,DNTH,"Dianthus Therapeutics, Inc.",592.55M,0.35%,234993,6.52M
359,KROS,"Keros Therapeutics, Inc.",591.77M,2.90%,581394,214.71M
360,TSHA,"Taysha Gene Therapies, Inc.",590.32M,-3.51%,4063269,7.22M
361,ABCL,AbCellera Biologics Inc.,588.01M,-1.50%,1725039,23.11M
362,NPCE,"NeuroPace, Inc.",579.88M,-1.06%,225223,84.31M
363,KALV,"KalVista Pharmaceuticals, Inc.",570.24M,0.44%,369458,-
364,AVNS,"Avanos Medical, Inc.",569.26M,-1.36%,361531,689.20M
365,MRVI,"Maravai LifeSciences Holdings, Inc.",565.34M,-3.27%,2235036,241.86M
366,DCTH,"Delcath Systems, Inc.",561.05M,-0.25%,550881,53.85M
367,SION,"Sionna Therapeutics, Inc.",560.85M,-1.61%,109589,-
368,BCYC,Bicycle Therapeutics plc,557.49M,-0.62%,132034,25.72M
369,MNMD,Mind Medicine (MindMed) Inc.,551.54M,3.25%,1363556,-
370,COGT,"Cogent Biosciences, Inc.",549.16M,-2.63%,884990,-
371,RGLS,Regulus Therapeutics Inc.,546.26M,-0.25%,1814371,-
372,XNCR,"Xencor, Inc.",538.76M,-1.56%,841099,127.23M
373,BFLY,"Butterfly Network, Inc.",536.62M,1.40%,3926544,85.63M
374,ETON,"Eton Pharmaceuticals, Inc.",531.26M,-2.17%,271880,48.33M
375,INNV,InnovAge Holding Corp.,530.86M,-2.49%,20525,831.68M
376,VALN,Valneva SE,526.66M,-2.37%,5213,201.10M
377,LFMD,"LifeMD, Inc.",524.01M,0.26%,1345626,234.01M
378,EHAB,"Enhabit, Inc.",517.51M,-0.39%,209368,1.03B
379,KIDS,OrthoPediatrics Corp.,515.94M,-1.42%,72124,212.45M
380,STOK,"Stoke Therapeutics, Inc.",511.03M,-1.47%,474260,190.91M
381,BCAX,Bicara Therapeutics Inc.,505.55M,-40.80%,7213472,-
382,AXGN,"Axogen, Inc.",504.17M,1.19%,448340,194.52M
383,RLAY,"Relay Therapeutics, Inc.",498.90M,2.28%,938900,7.68M
384,SMLR,"Semler Scientific, Inc.",494.24M,-1.36%,1151047,49.23M
385,OMI,"Owens & Minor, Inc.",494.16M,-6.25%,1127353,10.72B
386,TYRA,"Tyra Biosciences, Inc.",494.02M,-2.55%,189305,-
387,UPB,"Upstream Bio, Inc.",492.75M,-1.61%,285143,2.30M
388,AUNA,Auna S.A.,491.90M,-2.49%,18603,1.19B
389,CYH,"Community Health Systems, Inc.",490.86M,-1.34%,1770094,12.65B
390,KURA,"Kura Oncology, Inc.",488.28M,-9.62%,2678687,67.99M
391,RGNX,REGENXBIO Inc.,487.06M,-1.52%,634162,156.72M
392,ZBIO,"Zenas BioPharma, Inc.",478.16M,-0.87%,101562,15.00M
393,ARVN,"Arvinas, Inc.",475.17M,0.62%,1245343,426.90M
394,AMLX,"Amylyx Pharmaceuticals, Inc.",473.34M,-0.93%,906465,-1.27M
395,ZVRA,"Zevra Therapeutics, Inc.",472.98M,0.93%,376022,40.59M
396,TALK,"Talkspace, Inc.",471.83M,2.17%,1178951,194.36M
397,CAPR,"Capricor Therapeutics, Inc.",468.51M,-5.62%,1670913,17.36M
398,OPT,Opthea Limited,466.57M,1.49%,3025,208.86K
399,TBPH,"Theravance Biopharma, Inc.",465.01M,-1.90%,187157,65.27M
400,CSTL,"Castle Biosciences, Inc.",464.84M,1.32%,266906,347.08M
401,ALT,"Altimmune, Inc.",463.12M,-1.04%,1652460,20.00K
402,CGEM,"Cullinan Therapeutics, Inc.",460.90M,-0.89%,287077,-
403,VSTM,"Verastem, Inc.",456.63M,11.10%,5318512,10.00M
404,IVA,Inventiva S.A.,451.50M,-1.08%,4664,14.59M
405,ORIC,"ORIC Pharmaceuticals, Inc.",451.41M,6.72%,911440,-
406,MAZE,"Maze Therapeutics, Inc.",450.23M,1.08%,39656,167.50M
407,SANA,"Sana Biotechnology, Inc.",448.86M,-0.50%,2314179,-
408,CCRN,"Cross Country Healthcare, Inc.",443.23M,-,168837,1.26B
409,TLRY,"Tilray Brands, Inc.",442.21M,-1.03%,14723069,826.66M
410,DH,Definitive Healthcare Corp.,441.94M,-3.51%,441056,247.91M
411,SNDA,"Sonida Senior Living, Inc.",438.88M,-0.49%,32205,290.22M
412,PRTC,PureTech Health plc,437.65M,-4.21%,1376,4.83M
413,CTEV,Claritev Corporation,436.55M,-8.89%,100859,927.45M
414,OFIX,Orthofix Medical Inc.,434.91M,-1.16%,572966,804.53M
415,BVS,Bioventus Inc.,433.32M,0.31%,587066,567.70M
416,SIGA,"SIGA Technologies, Inc.",422.22M,1.20%,479585,120.33M
417,PSNL,"Personalis, Inc.",422.19M,3.46%,484344,85.69M
418,ATAI,Atai Life Sciences N.V.,412.70M,1.98%,1733740,1.86M
419,SRDX,"Surmodics, Inc.",410.39M,-1.23%,89263,121.58M
420,ORKA,"Oruka Therapeutics, Inc.",409.97M,-1.79%,135502,-
421,MGTX,MeiraGTx Holdings plc,409.86M,0.99%,413207,34.51M
422,AUTL,Autolus Therapeutics plc,409.86M,0.65%,1154401,9.01M
423,SEPN,"Septerna, Inc.",409.49M,-3.06%,373197,977.00K
424,DNA,"Ginkgo Bioworks Holdings, Inc.",409.14M,2.04%,1026406,237.42M
425,SAGE,"Sage Therapeutics, Inc.",408.91M,-1.21%,770569,47.40M
426,SENS,"Senseonics Holdings, Inc.",408.26M,-3.87%,5678800,23.68M
427,CMPS,COMPASS Pathways plc,407.93M,4.31%,983215,-
428,MBX,"MBX Biosciences, Inc.",406.11M,-2.88%,198240,-
429,PGEN,"Precigen, Inc.",404.40M,-1.44%,1416922,4.20M
430,TECX,"Tectonic Therapeutic, Inc.",404.26M,-2.12%,109014,-
431,ZYBT,Zhengye Biotechnology Holding Limited,404.25M,-12.33%,798045,26.11M
432,CELC,Celcuity Inc.,395.32M,-2.79%,144757,-
433,RAPP,"Rapport Therapeutics, Inc.",394.90M,-1.71%,206082,-
434,TRML,"Tourmaline Bio, Inc.",393.55M,0.33%,142357,-
435,HUMA,"Humacyte, Inc.",392.45M,5.42%,3778991,517.00K
436,EYPT,"EyePoint Pharmaceuticals, Inc.",390.85M,1.43%,369365,56.04M
437,KMDA,Kamada Ltd.,388.80M,-1.63%,64599,167.24M
438,VERV,"Verve Therapeutics, Inc.",388.66M,-0.46%,1384680,59.61M
439,ANGO,"AngioDynamics, Inc.",383.74M,0.43%,390130,283.32M
440,TMCI,"Treace Medical Concepts, Inc.",369.88M,-3.61%,400460,210.82M
441,VIGL,"Vigil Neuroscience, Inc.",368.24M,0.13%,3705958,-
442,ORGO,Organogenesis Holdings Inc.,367.88M,-2.36%,609383,458.76M
443,FTRE,Fortrea Holdings Inc.,367.59M,-4.25%,2422235,2.69B
444,AURA,"Aura Biosciences, Inc.",365.21M,-0.84%,158183,-
445,ABVX,ABIVAX Société Anonyme,363.74M,-3.97%,264215,11.17M
446,MYGN,"Myriad Genetics, Inc.",360.41M,-0.51%,1612910,831.30M
447,MREO,Mereo BioPharma Group plc,356.16M,-1.75%,568851,1.00M
448,QSI,Quantum-Si incorporated,355.99M,11.49%,31648523,3.44M
449,PRTA,Prothena Corporation plc,354.18M,0.46%,1767325,137.94M
450,CTMX,"CytomX Therapeutics, Inc.",351.32M,4.69%,3095228,147.56M
451,CKPT,"Checkpoint Therapeutics, Inc.",350.97M,0.48%,2307005,41.00K
452,LAB,Standard BioTools Inc.,350.04M,-3.45%,2591657,169.69M
453,FULC,"Fulcrum Therapeutics, Inc.",347.63M,5.23%,898657,80.00M
454,EBS,Emergent BioSolutions Inc.,347.38M,-1.54%,1180901,965.40M
455,ERAS,"Erasca, Inc.",345.61M,0.83%,933416,-
456,OLMA,"Olema Pharmaceuticals, Inc.",344.84M,-2.13%,519216,-
457,TBRG,"TruBridge, Inc.",344.61M,0.17%,310679,345.74M
458,ABSI,Absci Corporation,339.31M,-,2031452,4.82M
459,RIGL,"Rigel Pharmaceuticals, Inc.",338.68M,-3.95%,269541,203.08M
460,NNNN,Anbio Biotechnology,337.96M,-0.65%,46227,8.19M
461,BNTC,Benitec Biopharma Inc.,337.67M,-1.69%,36388,-
462,CLPT,"ClearPoint Neuro, Inc.",336.07M,-1.24%,172189,32.24M
463,ATYR,"aTyr Pharma, Inc.",333.77M,-1.32%,991981,235.00K
464,ARCT,Arcturus Therapeutics Holdings Inc.,330.87M,-4.69%,353268,143.68M
465,NYXH,Nyxoah SA,327.94M,-6.97%,116429,4.72M
466,ITOS,"iTeos Therapeutics, Inc.",327.62M,-1.50%,611758,35.00M
467,NNOX,Nano-X Imaging Ltd.,327.39M,-2.10%,745224,11.55M
468,SPOK,"Spok Holdings, Inc.",326.48M,-1.98%,144030,139.04M
469,TKNO,"Alpha Teknova, Inc.",319.04M,-4.17%,422508,38.25M
470,OM,"Outset Medical, Inc.",318.12M,-2.82%,112546,115.27M
471,CDTX,"Cidara Therapeutics, Inc.",314.91M,-5.53%,163459,302.00K
472,VREX,Varex Imaging Corporation,312.18M,-2.85%,373927,827.50M
473,ABEO,Abeona Therapeutics Inc.,311.59M,-2.43%,957201,-
474,NRC,National Research Corporation,309.65M,-1.31%,82135,141.30M
475,CTKB,"Cytek Biosciences, Inc.",306.52M,-1.63%,905371,197.05M
476,ACB,Aurora Cannabis Inc.,300.71M,0.18%,853892,222.96M
477,XOMA,XOMA Royalty Corporation,297.38M,-1.55%,15672,42.91M
478,CMPX,"Compass Therapeutics, Inc.",289.01M,-0.48%,530349,850.00K
479,CGC,Canopy Growth Corporation,288.49M,-5.18%,8153764,192.34M
480,HRTX,"Heron Therapeutics, Inc.",282.24M,-1.07%,781642,148.52M
481,PHAT,"Phathom Pharmaceuticals, Inc.",279.99M,-4.96%,787931,81.86M
482,PACB,"Pacific Biosciences of California, Inc.",276.62M,-2.09%,7382989,152.36M
483,GOSS,"Gossamer Bio, Inc.",272.76M,3.45%,1931337,124.59M
484,TVRD,"Tvardi Therapeutics, Inc.",272.31M,-11.53%,63859,-
485,CADL,"Candel Therapeutics, Inc.",272.06M,0.18%,690836,-
486,OCGN,"Ocugen, Inc.",271.82M,1.85%,10043567,4.52M
487,SMTI,Sanara MedTech Inc.,270.10M,-1.58%,27384,91.57M
488,TOI,"The Oncology Institute, Inc.",269.49M,1.00%,2096023,403.15M
489,CRVS,"Corvus Pharmaceuticals, Inc.",269.13M,0.58%,464797,-
490,ALMS,Alumis Inc.,265.23M,0.72%,1050125,17.39M
491,IMMP,Immutep Limited,264.75M,-,86502,3.02M
492,TRDA,"Entrada Therapeutics, Inc.",264.42M,-1.57%,103059,172.22M
493,TERN,"Terns Pharmaceuticals, Inc.",263.76M,2.72%,544582,-
494,STIM,"Neuronetics, Inc.",262.62M,-,516312,89.45M
495,PVLA,"Palvella Therapeutics, Inc.",262.24M,5.38%,138230,-
496,INZY,"Inozyme Pharma, Inc.",255.66M,-,1160062,-
497,VNDA,Vanda Pharmaceuticals Inc.,255.19M,2.12%,297840,201.35M
498,DRTS,Alpha Tau Medical Ltd.,254.10M,-,47978,-
499,HCAT,"Health Catalyst, Inc.",254.04M,-0.14%,417743,311.27M
500,VMD,"Viemed Healthcare, Inc.",253.74M,-1.53%,139804,232.79M
501,DBVT,DBV Technologies S.A.,253.27M,-2.79%,61648,3.50M
502,AIRS,"AirSculpt Technologies, Inc.",249.81M,2.16%,350892,172.10M
503,LFCR,"Lifecore Biomedical, Inc.",248.81M,0.75%,345074,130.31M
504,AVIR,"Atea Pharmaceuticals, Inc.",248.18M,1.58%,302326,-
505,NGNE,Neurogene Inc.,246.45M,-4.38%,110700,925.00K
506,GLUE,"Monte Rosa Therapeutics, Inc.",244.19M,-1.60%,515606,159.49M
507,SNWV,"SANUWAVE Health, Inc.",244.06M,0.14%,56818,36.19M
508,ADCT,ADC Therapeutics SA,241.00M,8.97%,940748,75.82M
509,TVGN,Tevogen Bio Holdings Inc.,240.90M,6.50%,1376115,-
510,TENX,"Tenax Therapeutics, Inc.",240.09M,-1.65%,2519,-
511,LXRX,"Lexicon Pharmaceuticals, Inc.",239.66M,-0.02%,3195529,31.21M
512,SLN,Silence Therapeutics plc,238.99M,4.55%,66744,27.70M
513,CERS,Cerus Corporation,238.95M,-0.40%,1025502,185.14M
514,RNAC,"Cartesian Therapeutics, Inc.",237.74M,0.44%,53651,34.17M
515,MXCT,"MaxCyte, Inc.",237.49M,-2.67%,1544108,37.68M
516,CELZ,"Creative Medical Technology Holdings, Inc.",237.03M,3.06%,20002,14.00K
517,RZLT,"Rezolute, Inc.",235.48M,-0.26%,431927,-
518,THRD,"Third Harmonic Bio, Inc.",233.76M,-0.38%,383942,-
519,AQST,"Aquestive Therapeutics, Inc.",233.42M,2.62%,1263734,54.23M
520,NVCT,"Nuvectis Pharma, Inc.",232.33M,-0.60%,83412,-
521,ALLO,"Allogene Therapeutics, Inc.",231.85M,-2.75%,2854018,22.00K
522,ANNX,"Annexon, Inc.",231.50M,2.43%,952153,-
523,ZIMV,ZimVie Inc.,231.19M,-0.96%,180965,443.55M
524,FHTX,Foghorn Therapeutics Inc.,230.77M,0.24%,70400,23.50M
525,AMRN,Amarin Corporation plc,230.05M,1.09%,30764,214.11M
526,AARD,"Aardvark Therapeutics, Inc.",227.81M,4.90%,22051,-
527,JBIO,"Jade Biosciences, Inc.",226.62M,-3.96%,398026,-
528,ATXS,"Astria Therapeutics, Inc.",221.22M,-3.92%,245437,-
529,MDWD,MediWound Ltd.,220.15M,-0.10%,44100,19.21M
530,TCMD,"Tactile Systems Technology, Inc.",219.00M,-3.98%,310990,293.16M
531,GNFT,Genfit S.A.,218.27M,-2.53%,4264,73.19M
532,SLDB,Solid Biosciences Inc.,217.82M,-2.77%,874588,-
533,FENC,Fennec Pharmaceuticals Inc.,217.36M,-1.00%,66142,30.91M
534,MNPR,Monopar Therapeutics Inc.,216.69M,0.03%,14863,-
535,DSGN,"Design Therapeutics, Inc.",216.29M,-0.26%,184751,-
536,ENGN,enGene Holdings Inc.,216.14M,-2.33%,45475,-
537,ENGNW,enGene Holdings Inc.,216.14M,-,1,-
538,OPRX,OptimizeRx Corporation,215.47M,-3.72%,250250,94.37M
539,PHLT,"Performant Healthcare, Inc.",214.57M,-,119291,128.92M
540,PROK,ProKidney Corp.,207.99M,-3.57%,637917,306.00K
541,IPHA,Innate Pharma S.A.,204.93M,-0.92%,7065,20.83M
542,DRUG,Bright Minds Biosciences Inc.,204.75M,-4.00%,26810,-
543,ACTU,"Actuate Therapeutics, Inc.",202.67M,1.68%,46719,-
544,CRDF,"Cardiff Oncology, Inc.",201.57M,5.21%,1307203,587.00K
545,TNGX,"Tango Therapeutics, Inc.",199.45M,-1.34%,2431483,40.99M
546,CDXS,"Codexis, Inc.",198.83M,-2.44%,6710125,49.82M
547,BWAY,BrainsWay Ltd.,198.79M,2.88%,14400,43.46M
548,YMAB,"Y-mAbs Therapeutics, Inc.",195.63M,4.60%,324293,88.66M
549,URGN,UroGen Pharma Ltd.,193.19M,2.70%,2339037,91.87M
550,SOPH,SOPHiA GENETICS SA,190.44M,-2.08%,28816,67.17M
551,CRGX,"CARGO Therapeutics, Inc.",189.06M,-,357371,-
552,OSUR,"OraSure Technologies, Inc.",188.50M,-1.95%,700344,161.63M
553,QTRX,Quanterix Corporation,188.32M,0.62%,409846,135.69M
554,TNXP,Tonix Pharmaceuticals Holding Corp.,186.16M,9.58%,1514943,10.04M
555,INBX,"Inhibrx Biosciences, Inc.",186.16M,2.55%,73671,200.00K
556,NBTX,Nanobiotix S.A.,185.56M,-0.01%,109,-7.44M
557,HITI,High Tide Inc.,185.26M,-2.15%,269040,370.83M
558,OMER,Omeros Corporation,185.15M,-1.86%,570961,-
559,ELDN,"Eledon Pharmaceuticals, Inc.",182.64M,1.16%,175430,-
560,OGI,Organigram Global Inc.,181.93M,-,303888,135.03M
561,KOD,Kodiak Sciences Inc.,181.05M,-2.96%,220227,-
562,BTMD,biote Corp.,180.42M,-2.13%,90944,199.38M
563,TLSI,"TriSalus Life Sciences, Inc.",179.43M,3.74%,48238,32.14M
564,STXS,"Stereotaxis, Inc.",177.98M,2.48%,159863,27.51M
565,CATX,"Perspective Therapeutics, Inc.",177.41M,-4.78%,656913,1.47M
566,TLSA,Tiziana Life Sciences Ltd,176.11M,15.33%,874110,-
567,PRQR,ProQR Therapeutics N.V.,175.92M,-1.18%,298090,21.21M
568,INGN,"Inogen, Inc.",175.57M,-3.26%,258537,339.96M
569,BDMD,Baird Medical Investment Holdings Limited,175.32M,-0.80%,3370,37.04M
570,SCPH,scPharmaceuticals Inc.,174.74M,-5.56%,283049,41.98M
571,UTMD,"Utah Medical Products, Inc.",174.62M,-,14844,39.27M
572,DMAC,DiaMedica Therapeutics Inc.,174.01M,0.49%,80803,-
573,CVRX,"CVRx, Inc.",173.90M,0.15%,215101,52.87M
574,MASS,908 Devices Inc.,172.13M,1.05%,279729,63.99M
575,LUCD,Lucid Diagnostics Inc.,172.02M,19.55%,3103832,4.17M
576,SLS,"SELLAS Life Sciences Group, Inc.",171.70M,7.39%,3107902,-
577,INMB,"INmune Bio, Inc.",169.44M,-2.67%,305816,50.00K
578,OABI,"OmniAb, Inc.",168.82M,-2.13%,586248,26.74M
579,ACIU,AC Immune SA,167.21M,-1.47%,68999,32.01M
580,RCEL,"AVITA Medical, Inc.",166.01M,-1.56%,179137,71.66M
581,SGHT,"Sight Sciences, Inc.",165.45M,-2.13%,60585,78.11M
582,PRME,"Prime Medicine, Inc.",164.89M,4.88%,2004866,3.85M
583,ELMD,"Electromed, Inc.",164.79M,-3.44%,52313,61.44M
584,RAPT,"RAPT Therapeutics, Inc.",162.72M,43.34%,4469221,-
585,DERM,Journey Medical Corporation,161.73M,2.64%,64670,56.24M
586,ARAY,Accuray Incorporated,161.73M,-0.63%,519887,465.25M
587,FDMT,"4D Molecular Therapeutics, Inc.",161.67M,-3.06%,388478,23.00K
588,VYGR,"Voyager Therapeutics, Inc.",161.58M,-2.34%,307123,66.96M
589,ANIK,"Anika Therapeutics, Inc.",161.20M,-4.46%,59389,117.05M
590,PBYI,"Puma Biotechnology, Inc.",160.58M,-0.31%,170321,232.71M
591,LNSR,"LENSAR, Inc.",159.90M,-3.00%,180754,57.07M
592,LCTX,"Lineage Cell Therapeutics, Inc.",159.55M,15.58%,2396334,9.56M
593,ZTEK,Zentek Ltd.,157.66M,-2.84%,41309,44.94K
594,CYBN,Cybin Inc.,157.14M,2.89%,230224,-
595,ESPR,"Esperion Therapeutics, Inc.",156.64M,-1.58%,7357952,259.57M
596,JYNT,The Joint Corp.,153.03M,-0.50%,41459,52.79M
597,PROF,Profound Medical Corp.,151.77M,-0.78%,43628,11.86M
598,PDEX,"Pro-Dex, Inc.",150.79M,1.62%,32196,64.12M
599,MOLN,Molecular Partners AG,150.45M,1.85%,10089,2.53M
600,ACOG,Alpha Cognition Inc.,146.42M,5.18%,192142,2.93M
601,BIOA,"BioAge Labs, Inc.",145.55M,0.50%,97417,1.45M
602,WGRX,"Wellgistics Health, Inc.",145.40M,-4.84%,75990,28.99M
603,LIMN,"Liminatus Pharma, Inc.",144.64M,1.09%,3348,-
604,XGN,Exagen Inc.,144.24M,9.45%,600977,56.72M
605,RPID,"Rapid Micro Biosystems, Inc.",141.38M,4.13%,60941,29.65M
606,AVR,Anteris Technologies Global Corp.,140.65M,12.69%,191822,2.49M
607,EUDA,EUDA Health Holdings Limited,139.70M,2.45%,44062,4.01M
608,NTHI,"NeOnc Technologies Holdings, Inc.",137.37M,2.05%,19966,79.99K
609,TIL,"Instil Bio, Inc.",137.17M,-14.59%,431459,-
610,EPRX,Eupraxia Pharmaceuticals Inc.,137.02M,-2.85%,16561,-
611,ATLN,Atlantic International Corp.,136.60M,9.05%,39162,444.80M
612,ACRS,"Aclaris Therapeutics, Inc.",136.43M,-,404728,17.78M
613,NAKA,"Kindly MD, Inc.",136.34M,-9.22%,1667358,2.47M
614,CGEN,Compugen Ltd.,135.59M,-1.36%,173553,27.59M
615,PRE,Prenetics Global Limited,134.38M,-8.19%,63229,30.62M
616,FATE,"Fate Therapeutics, Inc.",132.97M,-3.33%,788583,13.34M
617,ALDX,"Aldeyra Therapeutics, Inc.",132.97M,-1.33%,705559,-
618,DCGO,DocGo Inc.,132.80M,-,709627,520.50M
619,IKT,"Inhibikase Therapeutics, Inc.",131.58M,-3.26%,148858,1.00
620,GLSI,"Greenwich LifeSciences, Inc.",131.14M,0.10%,29592,-
621,EDIT,"Editas Medicine, Inc.",129.75M,-4.32%,952638,35.84M
622,KRRO,"Korro Bio, Inc.",129.59M,-6.82%,55104,4.82M
623,PLX,"Protalix BioTherapeutics, Inc.",128.96M,-1.82%,867546,59.76M
624,BSGM,"BioSig Technologies, Inc.",128.08M,24.24%,1345028,26.00K
625,SEER,"Seer, Inc.",125.54M,0.96%,154694,15.31M
626,IFRX,InflaRx N.V.,125.33M,1.65%,212755,140.24K
627,LUNG,Pulmonx Corporation,125.20M,-0.32%,228431,87.47M
628,EXOZ,"eXoZymes, Inc.",124.68M,0.68%,2590,-700.00
629,ENTA,"Enanta Pharmaceuticals, Inc.",124.20M,0.87%,67694,64.46M
630,NKTX,"Nkarta, Inc.",124.18M,-0.85%,254507,-
631,ALEC,"Alector, Inc.",123.99M,-5.34%,954810,88.34M
632,HURA,"TuHURA Biosciences, Inc.",123.62M,-5.98%,111829,-
633,LYEL,"Lyell Immunopharma, Inc.",123.48M,-1.02%,527077,65.00K
634,ZJYL,Jin Medical International Ltd.,122.81M,-1.20%,61722,23.50M
635,KRMD,"KORU Medical Systems, Inc.",122.74M,-2.94%,99323,35.08M
636,THTX,Theratechnologies Inc.,121.95M,2.32%,87037,88.67M
637,NKTR,Nektar Therapeutics,121.73M,-0.89%,1051346,87.25M
638,TARA,"Protara Therapeutics, Inc.",120.76M,-1.26%,372831,-
639,VTYX,"Ventyx Biosciences, Inc.",120.26M,-7.14%,1361009,-
640,LRMR,"Larimar Therapeutics, Inc.",119.73M,-3.11%,442388,-
641,CLLS,Cellectis S.A.,116.02M,-3.29%,49806,54.75M
642,AMWL,American Well Corporation,115.83M,0.27%,46699,261.68M
643,BDTX,"Black Diamond Therapeutics, Inc.",114.29M,-2.43%,719628,70.00M
644,INFU,"InfuSystem Holdings, Inc.",113.48M,-6.72%,175484,137.58M
645,SGMO,"Sangamo Therapeutics, Inc.",112.46M,-4.29%,2515603,63.76M
646,MYO,"Myomo, Inc.",111.89M,-3.12%,451854,38.63M
647,SGMT,Sagimet Biosciences Inc.,111.07M,1.17%,117443,-
648,NMRA,"Neumora Therapeutics, Inc.",109.94M,-5.31%,853732,-
649,ATOS,"Atossa Therapeutics, Inc.",107.43M,-4.39%,610841,-
650,VXRT,"Vaxart, Inc.",105.65M,-1.38%,767530,47.40M
651,ACHV,"Achieve Life Sciences, Inc.",105.44M,2.36%,112499,-
652,AGEN,Agenus Inc.,104.73M,0.79%,422997,99.52M
653,OBIO,"Orchestra BioMed Holdings, Inc.",104.21M,-,111821,2.89M
654,ASMB,"Assembly Biosciences, Inc.",103.26M,-0.29%,2414,32.15M
655,XTNT,"Xtant Medical Holdings, Inc.",102.65M,1.42%,89224,122.30M
656,MIST,Milestone Pharmaceuticals Inc.,102.22M,10.79%,961284,-
657,SAVA,"Cassava Sciences, Inc.",101.93M,-0.47%,941461,-
658,ICAD,"iCAD, Inc.",101.77M,-0.13%,274795,19.53M
659,MDXH,MDxHealth SA,100.97M,-0.97%,60462,94.51M
660,COYA,"Coya Therapeutics, Inc.",98.68M,0.70%,12644,3.69M
661,KYTX,"Kyverna Therapeutics, Inc.",98.11M,-8.70%,524822,-
662,CCCC,"C4 Therapeutics, Inc.",97.99M,0.73%,453369,39.78M
663,MBOT,Microbot Medical Inc.,96.76M,3.50%,1032172,-
664,OCX,OncoCyte Corporation,96.38M,-2.62%,17123,3.84M
665,CUPR,Cuprina Holdings (Cayman) Limited,96.31M,1.32%,12187,35.41K
666,GNLX,Genelux Corporation,96.24M,3.61%,57125,8.00K
667,MGNX,"MacroGenics, Inc.",95.27M,-4.43%,274037,154.05M
668,CRBU,"Caribou Biosciences, Inc.",94.86M,-6.85%,458262,9.92M
669,LXEO,"Lexeo Therapeutics, Inc.",93.59M,-8.44%,480782,-
670,PTHL,Pheton Holdings Ltd,93.34M,7.73%,1555079,448.20K
671,NAUT,"Nautilus Biotechnology, Inc.",92.35M,-6.62%,200936,-
672,HLVX,"HilleVax, Inc.",92.27M,-,116608,-
673,CTNM,"Contineum Therapeutics, Inc.",92.23M,-9.46%,106097,-
674,MGRM,Monogram Technologies Inc.,91.75M,-0.76%,67811,-
675,IRWD,"Ironwood Pharmaceuticals, Inc.",91.64M,-8.68%,5063551,317.68M
676,CRDL,Cardiol Therapeutics Inc.,91.29M,2.80%,212462,-
677,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",90.55M,-1.86%,79575,-
678,ELTX,"Elicio Therapeutics, Inc.",90.46M,6.41%,16970,-
679,IVVD,"Invivyd, Inc.",89.79M,-1.58%,5609041,36.69M
680,FONR,FONAR Corporation,88.96M,0.29%,109275,103.02M
681,CABA,"Cabaletta Bio, Inc.",88.80M,-1.69%,690492,-
682,ENTX,Entera Bio Ltd.,88.63M,-1.28%,96107,223.00K
683,GUTS,"Fractyl Health, Inc.",88.16M,3.13%,167481,60.00K
684,IMUX,"Immunic, Inc.",87.92M,-0.34%,446138,-
685,CHRS,"Coherus BioSciences, Inc.",87.66M,-2.45%,1205100,272.25M
686,CBUS,"Cibus, Inc.",86.99M,-8.66%,117112,4.75M
687,ORMP,Oramed Pharmaceuticals Inc.,86.60M,-0.47%,21385,2.00M
688,XBIT,XBiotech Inc.,86.59M,1.06%,39527,-
689,ZNTL,"Zentalis Pharmaceuticals, Inc.",86.34M,-3.23%,778194,26.87M
690,ADAG,Adagene Inc.,85.74M,12.00%,78965,103.20K
691,MDCX,Medicus Pharma Ltd.,85.49M,2.97%,142641,-
692,SY,So-Young International Inc.,85.19M,-0.27%,34581,199.23M
693,CCLD,"CareCloud, Inc.",84.22M,-2.93%,407425,112.51M
694,SNTI,"Senti Biosciences, Inc.",83.46M,4.92%,24814,-
695,WHWK,"Whitehawk Therapeutics, Inc.",82.34M,-6.38%,137214,27.78M
696,ANRO,"Alto Neuroscience, Inc.",82.03M,3.41%,276114,-
697,OWLT,"Owlet, Inc.",81.80M,-1.98%,18014,84.41M
698,GALT,Galectin Therapeutics Inc.,81.01M,0.78%,178565,-
699,IMAB,I-Mab,80.84M,-5.71%,184473,569.46K
700,ANIX,"Anixa Biosciences, Inc.",80.49M,-3.85%,42313,-
701,CLYM,"Climb Bio, Inc.",79.74M,-1.67%,178601,-
702,IOBT,"IO Biotech, Inc.",79.72M,0.83%,154436,-
703,CSBR,"Champions Oncology, Inc.",79.50M,-0.69%,22402,58.59M
704,PLRX,"Pliant Therapeutics, Inc.",79.19M,-3.36%,511949,-
705,QIPT,Quipt Home Medical Corp.,78.29M,3.14%,762586,240.85M
706,TCRX,"TScan Therapeutics, Inc.",78.10M,-4.17%,550438,4.42M
707,MLSS,Milestone Scientific Inc.,78.08M,2.96%,46209,8.61M
708,STRO,"Sutro Biopharma, Inc.",77.70M,1.93%,722729,66.43M
709,NSPR,"InspireMD, Inc.",77.51M,10.96%,38452,7.03M
710,SRTS,"Sensus Healthcare, Inc.",77.13M,-0.21%,41205,39.49M
711,GNTA,Genenta Science S.p.A.,76.82M,-,511,-
712,PYXS,"Pyxis Oncology, Inc.",76.20M,2.50%,471936,16.15M
713,CPIX,Cumberland Pharmaceuticals Inc.,76.00M,-0.79%,11577,41.08M
